,M+1,M+2,M+3,M+4,M+5,M+6
2872,0.0,0.74,0.0,0.16,0.07,0.03
2873,0.0,0.72,0.0,0.16,0.08,0.04
2874,0.0,0.74,0.0,0.15,0.07,0.04
2875,0.0,0.76,0.0,0.12,0.09,0.03
2876,0.0,0.77,0.0,0.12,0.08,0.03
2877,0.0,0.76,0.0,0.13,0.07,0.04
2878,0.0,0.71,0.0,0.17,0.07,0.05
2879,0.0,0.68,0.0,0.18,0.08,0.06
2880,0.0,0.66,0.0,0.19,0.1,0.05
2881,0.0,0.66,0.0,0.19,0.1,0.05
2882,0.0,0.63,0.0,0.21,0.09,0.07
2883,0.0,0.64,0.0,0.2,0.09,0.07
2884,0.0,0.64,0.0,0.2,0.1,0.06
2885,0.0,0.64,0.0,0.18,0.11,0.07
2886,0.0,0.64,0.0,0.17,0.12,0.07
2887,0.0,0.65,0.0,0.19,0.1,0.06
2888,0.0,0.65,0.0,0.19,0.1,0.06
2889,0.0,0.68,0.0,0.19,0.09,0.04
2890,0.0,0.71,0.0,0.18,0.08,0.03
2891,0.0,0.7,0.0,0.18,0.09,0.03
2892,0.0,0.69,0.0,0.17,0.1,0.04
2893,0.0,0.69,0.0,0.17,0.1,0.04
2894,0.0,0.64,0.0,0.2,0.12,0.04
2895,0.0,0.65,0.0,0.19,0.12,0.04
2896,0.0,0.64,0.0,0.21,0.11,0.04
2897,0.0,0.66,0.0,0.18,0.11,0.05
2898,0.0,0.64,0.0,0.17,0.14,0.05
2899,0.0,0.64,0.0,0.17,0.15,0.04
2900,0.0,0.63,0.0,0.17,0.17,0.03
2901,0.0,0.59,0.0,0.19,0.19,0.03
2902,0.0,0.58,0.0,0.2,0.19,0.03
2903,0.0,0.58,0.0,0.21,0.17,0.04
2904,0.0,0.61,0.0,0.2,0.14,0.05
2905,0.0,0.6,0.0,0.22,0.14,0.04
2906,0.0,0.58,0.0,0.23,0.15,0.04
2907,0.0,0.6,0.0,0.21,0.15,0.04
2908,0.0,0.6,0.0,0.19,0.16,0.05
2909,0.0,0.62,0.0,0.2,0.15,0.03
2910,0.0,0.61,0.0,0.18,0.18,0.03
2911,0.0,0.59,0.0,0.21,0.18,0.02
2912,0.0,0.62,0.0,0.2,0.16,0.02
2913,0.0,0.59,0.0,0.21,0.17,0.03
2914,0.0,0.61,0.0,0.22,0.14,0.03
2915,0.0,0.6,0.0,0.23,0.13,0.04
2916,0.0,0.61,0.0,0.21,0.13,0.05
2917,0.0,0.65,0.0,0.18,0.12,0.05
2918,0.0,0.69,0.0,0.15,0.11,0.05
2919,0.0,0.71,0.0,0.15,0.09,0.05
2920,0.0,0.7,0.0,0.17,0.09,0.04
2921,0.0,0.68,0.0,0.18,0.1,0.04
2922,0.0,0.66,0.0,0.2,0.1,0.04
2923,0.0,0.63,0.0,0.21,0.12,0.04
2924,0.0,0.63,0.0,0.23,0.11,0.03
2925,0.0,0.65,0.0,0.21,0.12,0.02
2926,0.0,0.69,0.0,0.19,0.11,0.01
2927,0.0,0.72,0.0,0.16,0.11,0.01
2928,0.0,0.69,0.0,0.17,0.13,0.01
2929,0.0,0.68,0.0,0.18,0.13,0.01
2930,0.0,0.66,0.0,0.18,0.15,0.01
2931,0.0,0.68,0.0,0.17,0.14,0.01
2932,0.0,0.68,0.0,0.18,0.14,0.0
2933,0.0,0.7,0.0,0.16,0.13,0.01
2934,0.0,0.69,0.0,0.17,0.13,0.01
2935,0.0,0.69,0.0,0.2,0.09,0.02
2936,0.0,0.67,0.0,0.2,0.1,0.03
2937,0.0,0.69,0.0,0.18,0.11,0.02
2938,0.0,0.68,0.0,0.18,0.12,0.02
2939,0.0,0.68,0.0,0.17,0.12,0.03
2940,0.0,0.71,0.0,0.16,0.1,0.03
2941,0.0,0.72,0.0,0.16,0.09,0.03
2942,0.0,0.71,0.0,0.19,0.07,0.03
2943,0.0,0.66,0.0,0.2,0.11,0.03
2944,0.0,0.68,0.0,0.18,0.11,0.03
2945,0.0,0.68,0.0,0.19,0.1,0.03
2946,0.0,0.68,0.0,0.18,0.11,0.03
2947,0.0,0.65,0.0,0.22,0.1,0.03
2948,0.0,0.67,0.0,0.2,0.11,0.02
2949,0.0,0.66,0.0,0.19,0.12,0.03
2950,0.0,0.68,0.0,0.18,0.11,0.03
2951,0.0,0.67,0.0,0.19,0.1,0.04
2952,0.0,0.69,0.0,0.18,0.08,0.05
2953,0.0,0.72,0.0,0.15,0.08,0.05
2954,0.0,0.68,0.0,0.19,0.08,0.05
2955,0.0,0.67,0.0,0.2,0.07,0.06
2956,0.0,0.69,0.0,0.19,0.06,0.06
2957,0.0,0.69,0.0,0.16,0.09,0.06
2958,0.0,0.69,0.0,0.14,0.11,0.06
2959,0.0,0.7,0.0,0.14,0.1,0.06
2960,0.0,0.69,0.0,0.15,0.1,0.06
2961,0.0,0.71,0.0,0.15,0.09,0.05
2962,0.0,0.68,0.0,0.16,0.11,0.05
2963,0.0,0.67,0.0,0.17,0.11,0.05
2964,0.0,0.7,0.0,0.16,0.09,0.05
2965,0.0,0.67,0.0,0.19,0.09,0.05
2966,0.0,0.65,0.0,0.22,0.08,0.05
2967,0.0,0.62,0.0,0.23,0.09,0.06
2968,0.0,0.6,0.0,0.23,0.1,0.07
2969,0.0,0.6,0.0,0.24,0.09,0.07
2970,0.0,0.6,0.0,0.23,0.08,0.09
2971,0.0,0.61,0.0,0.23,0.07,0.09
2972,0.0,0.63,0.0,0.21,0.09,0.07
2973,0.0,0.65,0.0,0.18,0.1,0.07
2974,0.0,0.65,0.0,0.18,0.09,0.08
2975,0.0,0.66,0.0,0.18,0.09,0.07
2976,0.0,0.65,0.0,0.19,0.11,0.05
2977,0.0,0.65,0.0,0.19,0.11,0.05
2978,0.0,0.65,0.0,0.19,0.11,0.05
2979,0.0,0.66,0.0,0.19,0.1,0.05
2980,0.0,0.67,0.0,0.19,0.08,0.06
2981,0.0,0.64,0.0,0.21,0.08,0.07
2982,0.0,0.64,0.0,0.21,0.08,0.07
2983,0.0,0.63,0.0,0.23,0.08,0.06
2984,0.0,0.63,0.0,0.22,0.09,0.06
2985,0.0,0.65,0.0,0.18,0.11,0.06
2986,0.0,0.64,0.0,0.17,0.13,0.06
2987,0.0,0.65,0.0,0.17,0.12,0.06
2988,0.0,0.69,0.0,0.15,0.1,0.06
2989,0.0,0.71,0.0,0.14,0.1,0.05
2990,0.0,0.68,0.0,0.15,0.12,0.05
2991,0.0,0.7,0.0,0.14,0.12,0.04
2992,0.0,0.74,0.0,0.12,0.1,0.04
2993,0.0,0.73,0.0,0.14,0.1,0.03
2994,0.0,0.71,0.0,0.13,0.13,0.03
2995,0.0,0.76,0.0,0.11,0.1,0.03
2996,0.0,0.75,0.0,0.11,0.12,0.02
2997,0.0,0.74,0.0,0.12,0.12,0.02
2998,0.0,0.72,0.0,0.14,0.13,0.01
2999,0.0,0.72,0.0,0.14,0.13,0.01
3000,0.0,0.72,0.0,0.15,0.12,0.01
3001,0.0,0.72,0.0,0.17,0.1,0.01
3002,0.0,0.72,0.0,0.18,0.09,0.01
3003,0.0,0.69,0.0,0.2,0.1,0.01
3004,0.0,0.67,0.0,0.21,0.1,0.02
3005,0.0,0.68,0.0,0.21,0.09,0.02
3006,0.0,0.67,0.0,0.22,0.09,0.02
3007,0.0,0.67,0.0,0.21,0.09,0.03
3008,0.0,0.67,0.0,0.21,0.1,0.02
3009,0.0,0.67,0.0,0.21,0.1,0.02
3010,0.0,0.7,0.0,0.2,0.08,0.02
3011,0.0,0.67,0.0,0.22,0.09,0.02
3012,0.0,0.69,0.0,0.2,0.09,0.02
3013,0.0,0.68,0.0,0.21,0.09,0.02
3014,0.0,0.7,0.0,0.19,0.09,0.02
3015,0.0,0.66,0.0,0.23,0.09,0.02
3016,0.0,0.64,0.0,0.25,0.09,0.02
3017,0.0,0.65,0.0,0.23,0.1,0.02
3018,0.0,0.62,0.0,0.23,0.12,0.03
3019,0.0,0.62,0.0,0.23,0.12,0.03
3020,0.0,0.64,0.0,0.22,0.11,0.03
3021,0.0,0.66,0.0,0.23,0.09,0.02
3022,0.0,0.67,0.0,0.23,0.08,0.02
3023,0.0,0.65,0.0,0.24,0.08,0.03
3024,0.0,0.65,0.0,0.26,0.06,0.03
3025,0.0,0.68,0.0,0.23,0.06,0.03
3026,0.0,0.7,0.0,0.21,0.06,0.03
3027,0.0,0.75,0.0,0.17,0.06,0.02
3028,0.0,0.73,0.0,0.19,0.07,0.01
3029,0.0,0.72,0.0,0.17,0.08,0.03
3030,0.0,0.71,0.0,0.17,0.09,0.03
3031,0.0,0.72,0.0,0.15,0.1,0.03
3032,0.0,0.73,0.0,0.14,0.1,0.03
3033,0.0,0.75,0.0,0.14,0.08,0.03
3034,0.0,0.73,0.0,0.15,0.08,0.04
3035,0.0,0.69,0.0,0.15,0.11,0.05
3036,0.0,0.69,0.0,0.16,0.11,0.04
3037,0.0,0.68,0.0,0.16,0.12,0.04
3038,0.0,0.68,0.0,0.15,0.13,0.04
3039,0.0,0.69,0.0,0.16,0.11,0.04
3040,0.0,0.71,0.0,0.14,0.11,0.04
3041,0.0,0.71,0.0,0.14,0.11,0.04
3042,0.0,0.7,0.0,0.15,0.11,0.04
3043,0.0,0.72,0.0,0.13,0.12,0.03
3044,0.0,0.68,0.0,0.16,0.12,0.04
3045,0.0,0.68,0.0,0.15,0.12,0.05
3046,0.0,0.71,0.0,0.14,0.11,0.04
3047,0.0,0.72,0.0,0.13,0.1,0.05
3048,0.0,0.73,0.0,0.13,0.09,0.05
3049,0.0,0.72,0.0,0.15,0.1,0.03
3050,0.0,0.72,0.0,0.12,0.11,0.05
3051,0.0,0.68,0.0,0.13,0.14,0.05
3052,0.0,0.68,0.0,0.12,0.15,0.05
3053,0.0,0.71,0.0,0.12,0.13,0.04
3054,0.0,0.7,0.0,0.13,0.14,0.03
3055,0.0,0.69,0.0,0.14,0.13,0.04
3056,0.0,0.71,0.0,0.15,0.1,0.04
3057,0.0,0.7,0.0,0.14,0.12,0.04
3058,0.0,0.71,0.0,0.14,0.11,0.04
3059,0.0,0.7,0.0,0.15,0.11,0.04
3060,0.0,0.69,0.0,0.15,0.11,0.05
3061,0.0,0.69,0.0,0.16,0.1,0.05
3062,0.0,0.69,0.0,0.15,0.11,0.05
3063,0.0,0.67,0.0,0.15,0.13,0.05
3064,0.0,0.68,0.0,0.14,0.13,0.05
3065,0.0,0.67,0.0,0.16,0.12,0.05
3066,0.0,0.68,0.0,0.15,0.12,0.05
3067,0.0,0.68,0.0,0.15,0.11,0.06
3068,0.0,0.64,0.0,0.18,0.12,0.06
3069,0.0,0.66,0.0,0.17,0.12,0.05
3070,0.0,0.68,0.0,0.16,0.12,0.04
3071,0.0,0.69,0.0,0.16,0.11,0.04
3072,0.0,0.7,0.0,0.16,0.1,0.04
3073,0.0,0.7,0.0,0.14,0.12,0.04
3074,0.0,0.64,0.0,0.17,0.14,0.05
3075,0.0,0.63,0.0,0.18,0.14,0.05
3076,0.0,0.62,0.0,0.17,0.16,0.05
3077,0.0,0.66,0.0,0.14,0.16,0.04
3078,0.0,0.66,0.0,0.15,0.16,0.03
3079,0.0,0.66,0.0,0.15,0.16,0.03
3080,0.0,0.67,0.0,0.15,0.16,0.02
3081,0.0,0.68,0.0,0.16,0.14,0.02
3082,0.0,0.68,0.0,0.18,0.12,0.02
3083,0.0,0.7,0.0,0.16,0.12,0.02
3084,0.0,0.68,0.0,0.17,0.14,0.01
3085,0.0,0.7,0.0,0.17,0.12,0.01
3086,0.0,0.72,0.0,0.16,0.11,0.01
3087,0.0,0.71,0.0,0.16,0.11,0.02
3088,0.0,0.72,0.0,0.17,0.1,0.01
3089,0.0,0.69,0.0,0.18,0.11,0.02
3090,0.0,0.67,0.0,0.19,0.13,0.01
3091,0.0,0.69,0.0,0.19,0.11,0.01
3092,0.0,0.69,0.0,0.19,0.11,0.01
3093,0.0,0.68,0.0,0.19,0.12,0.01
3094,0.0,0.68,0.0,0.19,0.12,0.01
3095,0.0,0.67,0.0,0.19,0.13,0.01
3096,0.0,0.67,0.0,0.2,0.12,0.01
3097,0.0,0.67,0.0,0.21,0.11,0.01
3098,0.0,0.66,0.0,0.2,0.13,0.01
3099,0.0,0.68,0.0,0.18,0.13,0.01
3100,0.0,0.7,0.0,0.15,0.14,0.01
3101,0.0,0.73,0.0,0.14,0.12,0.01
3102,0.0,0.72,0.0,0.15,0.12,0.01
3103,0.0,0.71,0.0,0.15,0.13,0.01
3104,0.0,0.71,0.0,0.18,0.1,0.01
3105,0.0,0.72,0.0,0.18,0.09,0.01
3106,0.0,0.73,0.0,0.18,0.09,0.0
3107,0.0,0.73,0.0,0.18,0.09,0.0
3108,0.0,0.71,0.0,0.19,0.1,0.0
3109,0.0,0.69,0.0,0.21,0.1,0.0
3110,0.0,0.73,0.0,0.18,0.08,0.01
3111,0.0,0.72,0.0,0.18,0.09,0.01
3112,0.0,0.75,0.0,0.15,0.09,0.01
3113,0.0,0.76,0.0,0.13,0.1,0.01
3114,0.0,0.77,0.0,0.12,0.1,0.01
3115,0.0,0.76,0.0,0.14,0.09,0.01
3116,0.0,0.73,0.0,0.14,0.11,0.02
3117,0.0,0.69,0.0,0.15,0.14,0.02
3118,0.0,0.69,0.0,0.17,0.12,0.02
3119,0.0,0.65,0.0,0.19,0.14,0.02
3120,0.0,0.64,0.0,0.2,0.14,0.02
3121,0.0,0.64,0.0,0.21,0.13,0.02
3122,0.0,0.65,0.0,0.19,0.14,0.02
3123,0.0,0.67,0.0,0.18,0.13,0.02
3124,0.0,0.65,0.0,0.2,0.13,0.02
3125,0.0,0.65,0.0,0.19,0.14,0.02
3126,0.0,0.67,0.0,0.18,0.13,0.02
3127,0.0,0.66,0.0,0.19,0.13,0.02
3128,0.0,0.65,0.0,0.21,0.14,0.0
3129,0.0,0.67,0.0,0.2,0.13,0.0
3130,0.0,0.66,0.0,0.2,0.14,0.0
3131,0.0,0.63,0.0,0.23,0.13,0.01
3132,0.0,0.63,0.0,0.24,0.12,0.01
3133,0.0,0.66,0.0,0.21,0.12,0.01
3134,0.0,0.67,0.0,0.21,0.1,0.02
3135,0.0,0.65,0.0,0.21,0.11,0.03
3136,0.0,0.64,0.0,0.22,0.11,0.03
3137,0.0,0.63,0.0,0.19,0.14,0.04
3138,0.0,0.66,0.0,0.19,0.11,0.04
3139,0.0,0.65,0.0,0.2,0.12,0.03
3140,0.0,0.67,0.0,0.18,0.12,0.03
3141,0.0,0.66,0.0,0.17,0.14,0.03
3142,0.0,0.64,0.0,0.19,0.14,0.03
3143,0.0,0.64,0.0,0.21,0.12,0.03
3144,0.0,0.65,0.0,0.2,0.13,0.02
3145,0.0,0.64,0.0,0.21,0.13,0.02
3146,0.0,0.65,0.0,0.21,0.1,0.04
3147,0.0,0.68,0.0,0.19,0.09,0.04
3148,0.0,0.66,0.0,0.19,0.1,0.05
3149,0.0,0.69,0.0,0.16,0.09,0.06
3150,0.0,0.67,0.0,0.16,0.1,0.07
3151,0.0,0.66,0.0,0.17,0.1,0.07
3152,0.0,0.66,0.0,0.18,0.1,0.06
3153,0.0,0.7,0.0,0.14,0.1,0.06
3154,0.0,0.69,0.0,0.13,0.12,0.06
3155,0.0,0.68,0.0,0.13,0.14,0.05
3156,0.0,0.71,0.0,0.12,0.12,0.05
3157,0.0,0.73,0.0,0.1,0.11,0.06
3158,0.0,0.7,0.0,0.1,0.11,0.09
3159,0.0,0.71,0.0,0.1,0.11,0.08
3160,0.0,0.73,0.0,0.08,0.12,0.07
3161,0.0,0.75,0.0,0.08,0.11,0.06
3162,0.0,0.76,0.0,0.09,0.09,0.06
3163,0.0,0.75,0.0,0.11,0.1,0.04
3164,0.0,0.76,0.0,0.12,0.1,0.02
3165,0.0,0.73,0.0,0.14,0.11,0.02
3166,0.0,0.71,0.0,0.12,0.13,0.04
3167,0.0,0.73,0.0,0.11,0.12,0.04
3168,0.0,0.72,0.0,0.1,0.14,0.04
3169,0.0,0.71,0.0,0.11,0.14,0.04
3170,0.0,0.71,0.0,0.11,0.14,0.04
3171,0.0,0.71,0.0,0.11,0.13,0.05
3172,0.0,0.7,0.0,0.13,0.12,0.05
3173,0.0,0.7,0.0,0.14,0.11,0.05
3174,0.0,0.73,0.0,0.12,0.1,0.05
3175,0.0,0.72,0.0,0.12,0.1,0.06
3176,0.0,0.71,0.0,0.15,0.08,0.06
3177,0.0,0.73,0.0,0.15,0.07,0.05
3178,0.0,0.75,0.0,0.14,0.06,0.05
3179,0.0,0.74,0.0,0.13,0.07,0.06
3180,0.0,0.74,0.0,0.14,0.07,0.05
3181,0.0,0.72,0.0,0.16,0.07,0.05
3182,0.0,0.72,0.0,0.17,0.06,0.05
3183,0.0,0.72,0.0,0.18,0.06,0.04
3184,0.0,0.68,0.0,0.22,0.06,0.04
3185,0.0,0.68,0.0,0.22,0.06,0.04
3186,0.0,0.66,0.0,0.2,0.1,0.04
3187,0.0,0.66,0.0,0.2,0.1,0.04
3188,0.0,0.66,0.0,0.2,0.1,0.04
3189,0.0,0.66,0.0,0.18,0.12,0.04
3190,0.0,0.69,0.0,0.16,0.12,0.03
3191,0.0,0.7,0.0,0.15,0.11,0.04
3192,0.0,0.7,0.0,0.13,0.12,0.05
3193,0.0,0.74,0.0,0.1,0.12,0.04
3194,0.0,0.72,0.0,0.11,0.12,0.05
3195,0.0,0.72,0.0,0.1,0.14,0.04
3196,0.0,0.7,0.0,0.1,0.16,0.04
3197,0.0,0.72,0.0,0.09,0.16,0.03
3198,0.0,0.73,0.0,0.08,0.16,0.03
3199,0.0,0.73,0.0,0.09,0.15,0.03
3200,0.0,0.73,0.0,0.09,0.14,0.04
3201,0.0,0.75,0.0,0.09,0.13,0.03
3202,0.0,0.76,0.0,0.07,0.14,0.03
3203,0.0,0.75,0.0,0.07,0.15,0.03
3204,0.0,0.74,0.0,0.08,0.15,0.03
3205,0.0,0.74,0.0,0.07,0.15,0.04
3206,0.0,0.72,0.0,0.1,0.14,0.04
3207,0.0,0.72,0.0,0.11,0.14,0.03
3208,0.0,0.69,0.0,0.14,0.14,0.03
3209,0.0,0.71,0.0,0.14,0.13,0.02
3210,0.0,0.72,0.0,0.12,0.14,0.02
3211,0.0,0.71,0.0,0.12,0.15,0.02
3212,0.0,0.68,0.0,0.13,0.17,0.02
3213,0.0,0.69,0.0,0.12,0.17,0.02
3214,0.0,0.69,0.0,0.12,0.16,0.03
3215,0.0,0.72,0.0,0.1,0.16,0.02
3216,0.0,0.74,0.0,0.08,0.16,0.02
3217,0.0,0.75,0.0,0.08,0.16,0.01
3218,0.0,0.78,0.0,0.07,0.14,0.01
3219,0.0,0.77,0.0,0.07,0.15,0.01
3220,0.0,0.76,0.0,0.07,0.15,0.02
3221,0.0,0.76,0.0,0.08,0.15,0.01
3222,0.0,0.73,0.0,0.08,0.16,0.03
3223,0.0,0.75,0.0,0.07,0.16,0.02
3224,0.0,0.74,0.0,0.08,0.16,0.02
3225,0.0,0.75,0.0,0.08,0.15,0.02
3226,0.0,0.76,0.0,0.07,0.15,0.02
3227,0.0,0.73,0.0,0.07,0.18,0.02
3228,0.0,0.71,0.0,0.08,0.18,0.03
3229,0.0,0.66,0.0,0.13,0.18,0.03
3230,0.0,0.69,0.0,0.1,0.18,0.03
3231,0.0,0.7,0.0,0.1,0.17,0.03
3232,0.0,0.72,0.0,0.08,0.17,0.03
3233,0.0,0.71,0.0,0.07,0.19,0.03
3234,0.0,0.73,0.0,0.08,0.16,0.03
3235,0.0,0.68,0.0,0.1,0.18,0.04
3236,0.0,0.68,0.0,0.09,0.2,0.03
3237,0.0,0.67,0.0,0.1,0.19,0.04
3238,0.0,0.68,0.0,0.09,0.2,0.03
3239,0.0,0.67,0.0,0.11,0.2,0.02
3240,0.0,0.67,0.0,0.13,0.18,0.02
3241,0.0,0.67,0.0,0.13,0.18,0.02
3242,0.0,0.65,0.0,0.15,0.17,0.03
3243,0.0,0.66,0.0,0.17,0.15,0.02
3244,0.0,0.68,0.0,0.15,0.17,0.0
3245,0.0,0.67,0.0,0.17,0.16,0.0
3246,0.0,0.7,0.0,0.14,0.16,0.0
3247,0.0,0.7,0.0,0.16,0.14,0.0
3248,0.0,0.72,0.0,0.16,0.12,0.0
3249,0.0,0.73,0.0,0.15,0.12,0.0
3250,0.0,0.72,0.0,0.13,0.15,0.0
3251,0.0,0.73,0.0,0.13,0.14,0.0
3252,0.0,0.73,0.0,0.13,0.14,0.0
3253,0.0,0.73,0.0,0.13,0.14,0.0
3254,0.0,0.73,0.0,0.13,0.14,0.0
3255,0.0,0.74,0.0,0.13,0.13,0.0
3256,0.0,0.74,0.0,0.15,0.11,0.0
3257,0.0,0.71,0.0,0.15,0.14,0.0
3258,0.0,0.69,0.0,0.18,0.13,0.0
3259,0.0,0.67,0.0,0.19,0.12,0.02
3260,0.0,0.66,0.0,0.17,0.15,0.02
3261,0.0,0.67,0.0,0.15,0.15,0.03
3262,0.0,0.68,0.0,0.16,0.13,0.03
3263,0.0,0.68,0.0,0.17,0.12,0.03
3264,0.0,0.67,0.0,0.16,0.13,0.04
3265,0.0,0.67,0.0,0.15,0.14,0.04
3266,0.0,0.69,0.0,0.15,0.14,0.02
3267,0.0,0.67,0.0,0.17,0.14,0.02
3268,0.0,0.68,0.0,0.17,0.14,0.01
3269,0.0,0.67,0.0,0.17,0.15,0.01
3270,0.0,0.69,0.0,0.17,0.13,0.01
3271,0.0,0.68,0.0,0.18,0.12,0.02
3272,0.0,0.7,0.0,0.16,0.12,0.02
3273,0.0,0.7,0.0,0.16,0.12,0.02
3274,0.0,0.68,0.0,0.15,0.13,0.04
3275,0.0,0.68,0.0,0.16,0.12,0.04
3276,0.0,0.68,0.0,0.17,0.11,0.04
3277,0.0,0.68,0.0,0.15,0.12,0.05
3278,0.0,0.66,0.0,0.15,0.12,0.07
3279,0.0,0.68,0.0,0.12,0.14,0.06
3280,0.0,0.67,0.0,0.13,0.14,0.06
3281,0.0,0.67,0.0,0.14,0.14,0.05
3282,0.0,0.65,0.0,0.14,0.15,0.06
3283,0.0,0.63,0.0,0.18,0.13,0.06
3284,0.0,0.62,0.0,0.16,0.15,0.07
3285,0.0,0.63,0.0,0.15,0.14,0.08
3286,0.0,0.63,0.0,0.16,0.12,0.09
3287,0.0,0.66,0.0,0.15,0.11,0.08
3288,0.0,0.7,0.0,0.12,0.13,0.05
3289,0.0,0.67,0.0,0.16,0.12,0.05
3290,0.0,0.64,0.0,0.16,0.14,0.06
3291,0.0,0.65,0.0,0.17,0.13,0.05
3292,0.0,0.68,0.0,0.17,0.11,0.04
3293,0.0,0.65,0.0,0.18,0.13,0.04
3294,0.0,0.63,0.0,0.18,0.14,0.05
3295,0.0,0.63,0.0,0.19,0.13,0.05
3296,0.0,0.65,0.0,0.19,0.11,0.05
3297,0.0,0.66,0.0,0.17,0.12,0.05
3298,0.0,0.66,0.0,0.15,0.14,0.05
3299,0.0,0.68,0.0,0.13,0.14,0.05
3300,0.0,0.66,0.0,0.16,0.15,0.03
3301,0.0,0.67,0.0,0.16,0.14,0.03
3302,0.0,0.69,0.0,0.16,0.11,0.04
3303,0.0,0.69,0.0,0.14,0.13,0.04
3304,0.0,0.69,0.0,0.13,0.14,0.04
3305,0.0,0.7,0.0,0.13,0.13,0.04
3306,0.0,0.68,0.0,0.14,0.13,0.05
3307,0.0,0.68,0.0,0.16,0.13,0.03
3308,0.0,0.68,0.0,0.17,0.12,0.03
3309,0.0,0.71,0.0,0.14,0.12,0.03
3310,0.0,0.71,0.0,0.16,0.1,0.03
3311,0.0,0.69,0.0,0.17,0.11,0.03
3312,0.0,0.71,0.0,0.16,0.1,0.03
3313,0.0,0.74,0.0,0.14,0.09,0.03
3314,0.0,0.74,0.0,0.14,0.09,0.03
3315,0.0,0.73,0.0,0.14,0.11,0.02
3316,0.0,0.69,0.0,0.13,0.14,0.04
3317,0.0,0.69,0.0,0.14,0.14,0.03
3318,0.0,0.68,0.0,0.15,0.14,0.03
3319,0.0,0.69,0.0,0.15,0.13,0.03
3320,0.0,0.71,0.0,0.13,0.13,0.03
3321,0.0,0.68,0.0,0.15,0.14,0.03
3322,0.0,0.66,0.0,0.16,0.13,0.05
3323,0.0,0.65,0.0,0.16,0.14,0.05
3324,0.0,0.67,0.0,0.15,0.13,0.05
3325,0.0,0.69,0.0,0.15,0.12,0.04
3326,0.0,0.71,0.0,0.14,0.11,0.04
3327,0.0,0.7,0.0,0.16,0.1,0.04
3328,0.0,0.65,0.0,0.19,0.1,0.06
3329,0.0,0.69,0.0,0.17,0.08,0.06
3330,0.0,0.69,0.0,0.17,0.08,0.06
3331,0.0,0.66,0.0,0.18,0.09,0.07
3332,0.0,0.66,0.0,0.2,0.08,0.06
3333,0.0,0.67,0.0,0.2,0.07,0.06
3334,0.0,0.69,0.0,0.19,0.06,0.06
3335,0.0,0.68,0.0,0.2,0.07,0.05
3336,0.0,0.65,0.0,0.18,0.09,0.08
3337,0.0,0.67,0.0,0.17,0.09,0.07
3338,0.0,0.7,0.0,0.18,0.06,0.06
3339,0.0,0.69,0.0,0.2,0.07,0.04
3340,0.0,0.7,0.0,0.18,0.07,0.05
3341,0.0,0.69,0.0,0.2,0.06,0.05
3342,0.0,0.65,0.0,0.21,0.08,0.06
3343,0.0,0.67,0.0,0.22,0.06,0.05
3344,0.0,0.68,0.0,0.21,0.06,0.05
3345,0.0,0.69,0.0,0.21,0.05,0.05
3346,0.0,0.69,0.0,0.22,0.04,0.05
3347,0.0,0.73,0.0,0.19,0.03,0.05
3348,0.0,0.7,0.0,0.21,0.04,0.05
3349,0.0,0.7,0.0,0.2,0.06,0.04
3350,0.0,0.7,0.0,0.19,0.06,0.05
3351,0.0,0.7,0.0,0.18,0.07,0.05
3352,0.0,0.7,0.0,0.17,0.08,0.05
3353,0.0,0.72,0.0,0.16,0.08,0.04
3354,0.0,0.73,0.0,0.15,0.07,0.05
3355,0.0,0.7,0.0,0.18,0.07,0.05
3356,0.0,0.71,0.0,0.19,0.06,0.04
3357,0.0,0.72,0.0,0.16,0.06,0.06
3358,0.0,0.71,0.0,0.18,0.05,0.06
3359,0.0,0.71,0.0,0.18,0.04,0.07
3360,0.0,0.74,0.0,0.17,0.03,0.06
3361,0.0,0.74,0.0,0.16,0.06,0.04
3362,0.0,0.72,0.0,0.16,0.08,0.04
3363,0.0,0.75,0.0,0.15,0.07,0.03
3364,0.0,0.71,0.0,0.16,0.09,0.04
3365,0.0,0.72,0.0,0.15,0.09,0.04
3366,0.0,0.71,0.0,0.13,0.12,0.04
3367,0.0,0.7,0.0,0.15,0.12,0.03
3368,0.0,0.7,0.0,0.15,0.12,0.03
3369,0.0,0.72,0.0,0.13,0.12,0.03
3370,0.0,0.7,0.0,0.14,0.13,0.03
3371,0.0,0.73,0.0,0.15,0.09,0.03
3372,0.0,0.72,0.0,0.15,0.1,0.03
3373,0.0,0.74,0.0,0.15,0.08,0.03
3374,0.0,0.73,0.0,0.17,0.06,0.04
3375,0.0,0.71,0.0,0.18,0.08,0.03
3376,0.0,0.73,0.0,0.16,0.08,0.03
3377,0.0,0.73,0.0,0.15,0.08,0.04
3378,0.0,0.72,0.0,0.16,0.08,0.04
3379,0.0,0.72,0.0,0.16,0.08,0.04
3380,0.0,0.72,0.0,0.15,0.09,0.04
3381,0.0,0.71,0.0,0.17,0.08,0.04
3382,0.0,0.7,0.0,0.16,0.09,0.05
3383,0.0,0.69,0.0,0.17,0.1,0.04
3384,0.0,0.69,0.0,0.17,0.09,0.05
3385,0.0,0.67,0.0,0.18,0.07,0.08
3386,0.0,0.69,0.0,0.18,0.06,0.07
3387,0.0,0.7,0.0,0.15,0.08,0.07
3388,0.0,0.67,0.0,0.17,0.07,0.09
